slug,Store Name,City,Province,Rating,Google address (verify match)
cyber-city-comix-toronto,Cyber City Comix,Toronto,ON,4.8 (508),"1025 Steeles Ave W, North York, ON M2R 2S9, Canada"
dbsport-collectibles-toronto,Dbsport Collectibles,Toronto,ON,5 (38),"1298 St Clair Ave W, Toronto, ON M6E 1C1, Canada"
djk-entertainment-toronto,DJK Entertainment,Toronto,ON,4.9 (89),"1604 Gerrard St E, Toronto, ON M4L 2A5, Canada"
dolly-s-sports-cards-toronto,Dolly’s Sports Cards,Toronto,ON,4.7 (213),"222 Spadina Ave. #229, Toronto, ON M5T 1E2, Canada"
dolly-s-toys-games-toronto-toronto,Dolly's Toys & Games Toronto,Toronto,ON,4.2 (713),"141 Montezuma Trail, Scarborough, ON M1V 1K4, Canada"
duck-duck-games-collectibles-toronto,Duck Duck Games & Collectibles,Toronto,ON,5 (145),"605 Bloor St W, Toronto, ON M6G 1K4, Canada"
emmett-s-toystop-hobby-shop-toronto,Emmett's ToyStop & Hobby Shop,Toronto,ON,4.7 (153),"5324 Dundas St W, Etobicoke, ON M9B 1B4, Canada"
esper-cards-games-toronto,Esper Cards & Games,Toronto,ON,4.9 (73),"380 Old Kingston Rd, Scarborough, ON M1C 1B6, Canada"
face-to-face-games-toronto,Face to Face Games,Toronto,ON,4.4 (1155),"1398 Danforth Ave, Toronto, ON M4J 1M9, Canada"
game-nation-hobbies-games-toronto,Game Nation Hobbies & Games,Toronto,ON,4.4 (173),"4914A Yonge St, North York, ON M2N 5N5, Canada"
game-shack-toronto,Game Shack,Toronto,ON,4.1 (389),"39 Orfus Rd, North York, ON M6A 1L7, Canada"
go-for-game-toronto,Go For Game,Toronto,ON,4.8 (126),"478 Dundas St W Second Floor, Toronto, ON M5T 1G9, Canada"
gp-sports-cards-toronto,GP Sports Cards,Toronto,ON,5 (3),"3505 Lake Shore Blvd W, Etobicoke, ON M8W 1N5, Canada"
hairy-tarantula-toronto,Hairy Tarantula,Toronto,ON,4.4 (1142),"3456 Yonge St, Toronto, ON M4N 2N4, Canada"
hobbiesville-toronto-toronto,Hobbiesville Toronto,Toronto,ON,4.5 (1353),"9 Ossington Ave, Toronto, ON M6J 2Y8, Canada"
hobby-stop-tcg-collectibles-toronto,Hobby Stop TCG & Collectibles,Toronto,ON,4.9 (58),"2020 Don Mills Rd., North York, ON M3A 3R6, Canada"
hope-club-collectibles-sports-cards-and-trading-card-games-toronto,Hope Club Collectibles - Sports Cards and Trading Card Games,Toronto,ON,5 (577),"1530 Albion Rd unit 52, Etobicoke, ON M9V 1B4, Canada"
illusionary-toronto,Illusionary,Toronto,ON,4.9 (26),"1106 College St, Toronto, ON M6H 1B3, Canada"
meeplemart-toronto,Meeplemart,Toronto,ON,4.5 (1540),"247 Spadina Ave. Lower Level, Toronto, ON M5T 2E2, Canada"
relikks-cards-collectibles-toronto,Relikks Cards & Collectibles,Toronto,ON,4.8 (343),"3235 Yonge St, Toronto, ON M4N 2L5, Canada"
royalty-cards-and-collectibles-toronto,Royalty Cards and Collectibles,Toronto,ON,4.8 (152),"3350 Dufferin St, North York, ON M6A 3A4, Canada"
sunny-hobbies-toronto,Sunny Hobbies,Toronto,ON,4.6 (425),"3300 Midland Ave 2nd floor, unit 205, Scarborough, ON M1V 4W8, Canada"
the-sword-board-toronto,The Sword & Board,Toronto,ON,4.2 (504),"1193 Bloor St W, Toronto, ON M6H 1N4, Canada"
xplore-games-toronto,Xplore Games,Toronto,ON,4.9 (82),"858 Millwood Rd, East York, ON M4G 1W6, Canada"
401-games-vaughan-vaughan,401 Games Vaughan,Vaughan,ON,4.7 (3292),"7700 Keele St Unit 6B, Concord, ON L4K 2A1, Canada"
argama-hobby-vaughan,Argama Hobby,Vaughan,ON,4.9 (228),"50 Viceroy Rd Unit 20, Vaughan, ON L4K 3A7, Canada"
cardboard-classics-vaughan,Cardboard Classics,Vaughan,ON,4.5 (285),"31 Disera Dr #100, Thornhill, ON L4J 0A7, Canada"
certified-sports-memorabilia-vaughan,Certified Sports Memorabilia,Vaughan,ON,4.4 (17),"2499 Rutherford Rd #1, Concord, ON L4K 0J9, Canada"
dd-sports-vaughan-vaughan,DD Sports Vaughan,Vaughan,ON,5 (20),"131 Whitmore Rd Unit 16, Woodbridge, ON L4L 6E3, Canada"
flip-collectibles-shop-vaughan,FLIP Collectibles Shop,Vaughan,ON,4.8 (391),"80 Bass Pro Mills Dr #13, Concord, ON L4K 5W9, Canada"
korekuta-games-vaughan,Korekuta Games,Vaughan,ON,5 (367),"120 Woodstream Blvd Unit 12, Woodbridge, ON L4L 7Z1, Canada"
legends-warehouse-vaughan,Legends Warehouse,Vaughan,ON,4.4 (328),"643 Chrislea Rd Unit 1, Woodbridge, ON L4L 8A3, Canada"
level-up-games-canada-vaughan,Level Up Games Canada,Vaughan,ON,4.8 (176),"2316 Major Mackenzie Dr W Unit 2, Maple, ON L6A 1W6, Canada"
mintink-trading-cards-live-experience-vaughan,Mintink Trading Cards & Live Experience,Vaughan,ON,4.8 (894),"8555 Jane St Unit 5 & 6, Vaughan, ON L4K 5N9, Canada"
nd-sports-cards-ltd-psa-authorized-platinum-dealer-vaughan,ND Sports Cards LTD - PSA AUTHORIZED PLATINUM DEALER,Vaughan,ON,5 (63),"120 Woodstream Blvd #18B, Woodbridge, ON L4L 7Z1, Canada"
new-realm-games-vaughan,New Realm Games,Vaughan,ON,4.8 (212),"30 Famous Ave #141A, Woodbridge, ON L4L 9M3, Canada"
northern-war-table-vaughan,Northern War Table,Vaughan,ON,5 (400),"8888 Keele St Unit 23B, Concord, ON L4K 2N2, Canada"
retro-boyz-collectibles-vaughan,Retro Boyz Collectibles,Vaughan,ON,5 (52),"7575 Hwy 27 Unit 28, Vaughan, ON L4L 4M5, Canada"
toybox-trading-co-vaughan,Toybox Trading Co.,Vaughan,ON,5 (30),"120 Woodstream Blvd #18B, Woodbridge, ON L4L 7Z1, Canada"
wandering-adventures-vaughan,Wandering Adventures,Vaughan,ON,5 (69),"7766 Martin Grove Road, inside, the mall Unit 5, Woodbridge, ON L4L 2C7, Canada"
wax-box-club-vaughan,Wax Box Club,Vaughan,ON,4.8 (77),"145 Hawkview Blvd Unit 1, Vaughan, ON L4H 3T7, Canada"
atlas-collectables-waterloo,Atlas Collectables,Waterloo,ON,4.3 (606),"354 King St N, Waterloo, ON N2J 2Z2, Canada"
dolly-s-cards-collectibles-waterloo-waterloo,Dolly's Cards & Collectibles Waterloo,Waterloo,ON,5 (36),"420 Weber St N, Waterloo, ON N2L 4E7, Canada"
crackerjack-stadium-welland,Crackerjack Stadium,Welland,ON,4.6 (217),"620 Niagara St, Welland, ON L3C 0H3, Canada"
we-got-gamez-whitby,We Got Gamez,Whitby,ON,4.9 (690),"1910 Dundas St E #120, Whitby, ON L1N 2L6, Canada"
brimstone-games-windsor,Brimstone Games,Windsor,ON,4.6 (553),"1421 Tecumseh Rd E, Windsor, ON N8W 1C2, Canada"
cartoon-kingdom-windsor,Cartoon Kingdom,Windsor,ON,4.5 (252),"3160 Dougall Ave, Windsor, ON N9E 1S6, Canada"
cedar-creek-hobbies-windsor,Cedar Creek Hobbies,Windsor,ON,4.6 (88),"3160 Dougall Ave, Windsor, ON N9E 1S6, Canada"
digital-oasis-windsor,Digital Oasis,Windsor,ON,4.6 (102),"5400 Tecumseh Rd E Unit 9, Windsor, ON N8T 1C7, Canada"
f-c-house-of-cards-windsor,F & C House of Cards,Windsor,ON,4.2 (132),"4635 Tecumseh Rd E, Windsor, ON N8W 1K8, Canada"
gamecycle-windsor,GameCycle,Windsor,ON,4.4 (388),"472 Tecumseh Rd E, Windsor, ON N8X 2R8, Canada"
helou-s-sports-cards-and-collectibles-windsor,Helou's Sports Cards and Collectibles,Windsor,ON,4.9 (163),"488 University Ave W, Windsor, ON N9A 5P8, Canada"
kaboom-hobby-windsor,Kaboom Hobby,Windsor,ON,5 (3),"3326 Walker Rd Unit C, Windsor, ON N8W 3S1, Canada"
kunaigames-windsor,KunaiGames,Windsor,ON,4.9 (90),"1441 McDougall St Unit 12, Windsor, ON N8X 5C9, Canada"
local-comic-shop-windsor,Local Comic Shop,Windsor,ON,5 (21),"3770 Tecumseh Rd E, Windsor, ON N8W 4K5, Canada"
putali-chowk-board-games-bar-windsor,Putali Chowk Board Games & Bar,Windsor,ON,4.8 (79),"3230 Jefferson Blvd, Windsor, ON N8T 2W8, Canada"
rogues-gallery-comics-windsor,Rogues Gallery Comics,Windsor,ON,4.9 (272),"327 Chatham St W, Windsor, ON N9A 5M8, Canada"
rose-city-sports-n-collectables-windsor,Rose City Sports N Collectables,Windsor,ON,4.7 (15),"1487 Ouellette Ave Lower, Windsor, ON N8X 1K1, Canada"
soar-hobby-more-windsor,SOAR Hobby & More,Windsor,ON,3.8 (355),"3153 Walker Rd, Windsor, ON N8W 3R6, Canada"
tabletop-renaissance-games-hobbies-windsor,Tabletop Renaissance Games & Hobbies,Windsor,ON,4.9 (87),"2270 Wyandotte St W, Windsor, ON N9B 1K4, Canada"
the-cg-realm-windsor,The CG Realm,Windsor,ON,4.6 (321),"1214 Ottawa St Unit 201, Windsor, ON N8X 2E5, Canada"
backmandy-collectibles-charlottetown,Backmandy Collectibles,Charlottetown,PE,4.8 (14),"152 Belvedere Ave, Charlottetown, PE C1A 2Z1, Canada"
em-cards-and-collectibles-charlottetown,EM Cards and Collectibles,Charlottetown,PE,4.9 (90),"95 Capital Dr Unit 116b, Charlottetown, PE C1E 1R4, Canada"
exor-games-charlottetown,Exor Games,Charlottetown,PE,4.6 (200),"51 Allen St, Charlottetown, PE C1A 2V6, Canada"
gifted-rookies-charlottetown,Gifted Rookies,Charlottetown,PE,4.5 (25),"Royalty Crossing Mall - Back Entrance, 670 University Ave, Charlottetown, PE C1E 1H6, Canada"
galerie-du-jouet-alma-alma,Galerie du Jouet Alma,Alma,QC,4.6 (187),"1435 Av. du Pont S, Alma, QC G8B 2V9, Canada"
la-zone-retro-amos,La Zone Rétro,Amos,QC,4.6 (18),"82 1re Avenue E, Amos, QC J9T 4B2, Canada"
cartes-champions-anjou-montreal,Cartes Champions,Anjou (Montréal),QC,4.5 (19),"7373 Rue Jarry E, Anjou, QC H1J 1G8, Canada"
dsm-sports-cards-collectors-le-roi-des-cartes-beloeil,DSM Sports Cards Collectors (Le roi des cartes),Beloeil,QC,4.8 (209),"347 Rue Duvernay, Beloeil, QC J3G 5S8, Canada"
univers-fantastique-beloeil,Univers Fantastique,Beloeil,QC,4.8 (133),"951 Rue Bernard-Pilon, Beloeil, QC J3G 1V7, Canada"
450-sports-blainville,450 Sports,Blainville,QC,3.5 (38),"1340 Bd Curé-Labelle local g, Blainville, QC J7C 4E4, Canada"
poke-jeux-boucherville,Poke Jeux,Boucherville,QC,4.9 (694),"513 Rue Samuel-de Champlain #100, Boucherville, QC J4B 6B6, Canada"
all-in-hobby-sports-brossard,All-In Hobby Sports,Brossard,QC,4.8 (102),"7405 Grande Allée Ste 40, Brossard, QC J4Z 0M8, Canada"
cartes-de-sport-check-swing-brossard,Cartes de Sport Check-Swing,Brossard,QC,4.4 (173),"7250 Taschereau Blvd #56, Brossard, QC J4W 1N1, Canada"
collect-edition-candiac,Collect-Édition,Candiac,QC,4.6 (256),"17 Bd Montcalm N, Candiac, QC J5R 3L4, Canada"
spoutnik-gaspesie-chandler,Spoutnik Gaspésie,Chandler,QC,4.7 (130),"45 Bd Pabos #1B, Pabos, QC G0C 2H0, Canada"
village-des-heros-chateauguay,Village des Héros,Châteauguay,QC,4.8 (149),"131 Bd Saint-Joseph, Châteauguay, QC J6K 3J9, Canada"
galerie-du-jouet-chicoutimi-chicoutimi-saguenay,Galerie du Jouet Chicoutimi,Chicoutimi (Saguenay),QC,4.4 (226),"1898 Bd Talbot, Chicoutimi, QC G7H 7Y2, Canada"
hobby-o-max-chicoutimi-chicoutimi-saguenay,Hobby O Max Chicoutimi,Chicoutimi (Saguenay),QC,4.4 (14),"405 Rue Racine E, Chicoutimi, QC G7H 4S5, Canada"
kingdom-of-titans-chicoutimi-saguenay,Kingdom of Titans,Chicoutimi (Saguenay),QC,4.7 (93),"1445-A Rue Des Champs-Élysées, Chicoutimi, QC G7H 6J2, Canada"
gamers-zone-des-jogers-cowansville,Gamers Zone des Jogers,Cowansville,QC,4.4 (169),"401 Rue du Sud, Cowansville, QC J2K 2X6, Canada"
collecto-sports-drummondville,Collecto-Sports,Drummondville,QC,4.3 (35),"750 Bd René-Lévesque, Drummondville, QC J2C 0R6, Canada"
la-magie-des-cartes-drummondville,La magie des cartes,Drummondville,QC,4.1 (11),"260 Rue Brock, Drummondville, QC J2C 1M4, Canada"
librairie-alpha-gaspe,Librairie Alpha,Gaspé,QC,4.7 (82),"168 Rue de la Reine, Gaspé, QC G4X 1T4, Canada"
le-centre-du-comic-carte-sportive-gatineau,Le Centre du Comic Carte Sportive,Gatineau,QC,5 (11),"471 Boulevard Maloney E, Gatineau, QC J8P 6Z8, Canada"
le-coin-de-la-carte-sportive-gatineau,Le Coin de la Carte Sportive,Gatineau,QC,4.7 (119),"715 Bd Saint-Joseph, Gatineau, QC J8Y 4B6, Canada"
ppag-hockey-cards-granby,PPAG Hockey Cards,Granby,QC,4.7 (31),"1152 Rue de Roberval S Porte-2, Granby, QC J2J 0N3, Canada"
les-mordus-de-la-carte-topdeck-hero-joliette-joliette,Les Mordus De La Carte (TopDeck Hero Joliette),Joliette,QC,4.6 (150),"60 Pl. Bourget S #2, Joliette, QC J6E 5E8, Canada"
cartomanie-jonquiere-saguenay,Cartomanie,Jonquière (Saguenay),QC,4.6 (88),"2408 Rue Saint-Dominique, Jonquière, QC G7X 6K6, Canada"
tw-chicoutimi-jonquiere-saguenay,TW Chicoutimi,Jonquière (Saguenay),QC,4.5 (22),"363 Rue Racine E, Chicoutimi, QC G7H 1S8, Canada"
bog-collectibles-kahnawake,BOG Collectibles,Kahnawake,QC,4.9 (46),"22 Rte 138, Kahnawake, QC J0L 1B0, Canada"
cartes-sur-table-l-assomption,Cartes sur table,L'Assomption,QC,3.8 (19),"862 Bd de l'Ange Gardien N, L'Assomption, QC J5W 1P1, Canada"
hobby-sport-iles-de-la-madeleine-l-etang-du-nord,Hobby Sport Îles-de-la-Madeleine,L'Étang-du-Nord,QC,5 (4),"1011 Chem. de la Vernière, L'Étang-du-Nord, QC G4T 3C8, Canada"
bocado-la-sarre,Bocado,La Sarre,QC,5 (6),"255 Rue Gabriel-Aubé, La Sarre, QC J9Z 3N7, Canada"
the-cards-vault-lachine-montreal,The Cards Vault,Lachine (Montréal),QC,4.9 (222),"1260 Rue Notre Dame, Lachine, QC H8S 2C6, Canada"
cartes-leo-lachute,Cartes Léo,Lachute,QC,4.7 (41),"256 Av. Béthany, Lachute, QC J8H 2M8, Canada"
bd-cosmos-laval,BD Cosmos,Laval,QC,4.5 (445),"1884 Blvd. Saint-Martin O, Laval, QC H7S 1M9, Canada"
cardchasers-les-collectionneurs-cardchasers-laval,CardChasers (Les Collectionneurs CardChasers),Laval,QC,4.8 (146),"1712 Boulevard des Laurentides, Vimont, QC H7M 2P4, Canada"
cartes-sportives-jumbo-bear-laval,Cartes sportives Jumbo Bear,Laval,QC,3.5 (24),"1004B Rue de Callières, Laval, QC H7E 3N2, Canada"
l-imaginaire-laval-laval,L'Imaginaire Laval,Laval,QC,4.6 (1126),"3003 Boul. le Carrefour, Laval, QC H7T 1C7, Canada"
la-boite-a-bd-de-laval-laval,La Boîte à BD de Laval,Laval,QC,4.8 (214),"5555 Boulevard des Laurentides, Laval, QC H7K 2K4, Canada"
topdeck-hero-laval-laval,TopDeck Hero Laval,Laval,QC,4.4 (467),"29 Bd Curé-Labelle, Sainte-Rose, QC H7L 2Y8, Canada"
ultime-sports-collection-laval,Ultime Sports Collection,Laval,QC,4.7 (215),"1785 Bd Curé-Labelle, Laval, QC H7T 1L1, Canada"
l-imaginaire-levis-levis,L'Imaginaire Lévis,Lévis,QC,4.5 (410),"Galeries Chagnon, 1200 Bd Alphonse-Desjardins, Lévis, QC G6V 0M6, Canada"
l-armoire-a-jeux-magog,L'Armoire à Jeux,Magog,QC,4.7 (82),"436 Rue Principale O, Magog, QC J1X 2A9, Canada"
la-taverne-du-gamer-magog,La Taverne du Gamer,Magog,QC,4.9 (28),"1700 Rue Sherbrooke #109, Magog, QC J1X 4V9, Canada"
le-foyer-du-video-maniwaki,Le Foyer du Vidéo,Maniwaki,QC,4.5 (131),"184 Rue Commerciale, Maniwaki, QC J9E 1P2, Canada"
cartes-sportives-rive-sud-mcmasterville-mcmasterville,Cartes Sportives Rive-Sud (McMasterville),McMasterville,QC,5 (73),"761 Blvd. Sir-Wilfrid-Laurier Local 102, McMasterville, QC J3G 6Z3, Canada"
collectionick-mirabel,Collectionick,Mirabel,QC,4.8 (27),"13941 Rue Saint-Simon, Mirabel, QC J7N 1P4, Canada"
le-coin-du-jouet-mont-tremblant,Le Coin du Jouet,Mont-Tremblant,QC,4.8 (18),"976 Rue de St Jovite, Mont-Tremblant, QC J8E 2Z7, Canada"
1000000-comix-montreal,1000000 Comix,Montréal,QC,4.8 (353),"3868 Rue Jean-Talon E, Montréal, QC H2A 1Y7, Canada"
capitaine-quebec-montreal,Capitaine Québec,Montréal,QC,4.5 (481),"1837 Rue Sainte-Catherine Ouest, Montréal, QC H3H 1M2, Canada"
chez-geeks-montreal,Chez Geeks,Montréal,QC,4.5 (306),"1460 Rue Jean-Talon E A, Montréal, QC H2E 1S7, Canada"
collector-s-avenue-montreal-montreal,Collector's Avenue Montréal,Montréal,QC,4.2 (168),"5155 Bd Décarie, Montréal, QC H3W 3C2, Canada"
geek-factory-mtl-montreal,Geek Factory MTL,Montréal,QC,4.4 (38),"2622 Rue Jean-Talon E, Montréal, QC H2A 1V3, Canada"
librairie-crossover-comics-montreal,Librairie Crossover Comics,Montréal,QC,4.9 (432),"3560 R. Notre Dame O, Montréal, QC H4C 1P4, Canada"
miraj-trading-montreal,Miraj Trading,Montréal,QC,4.9 (1036),"310 Bd Crémazie O Unit B, Montreal, QC H2P 1C6, Canada"
